france,1
stretching,1
from,1
alligator,1
swamp,1
toward,1
the,1
mountains,1
in,1
the,1
distance,1
this,1
section,1
was,1
plentifully,1
covered,1
with,1
fruit,1
trees,1
mangos,1
palms,1
figs,1
and,1
limes,1
the,1
under,1
brush,1
furnished,1
berries,1
and,1
succulent,1
herbs,1
the,1
waters,1
of,1
the,1
swamp,1
which,1
bordered,1
this,1
land,1
abounded,1
in,1
fish,1
frogs,1
turtles,1
snakes,1
and,1
alligators,1
while,1
great,1
flocks,1
of,1
ducks,1
geese,1
and,1
other,1
water,1
fowl,1
frequented,1
it,1
at,1
seasons,1
the,1
forests,1
abounded,1
in,1
uri,1
woolly,1
oxen,1
musk,1
deer,1
and,1
other,1
game,1
this,1
abundance,1
of,1
vegetable,1
and,1
animal,1
life,1
supplied,1
food,1
for,1
the,1
ammi,1
as,1
the,1
new,1
race,1
was,1
called,1
and,1
they,1
would,1
have,1
lived,1
in,1
comfort,1
but,1
for,1
the,1
attacks,1
of,1
the,1
apes,1
beyond,1
the,1
water,1
who,1
keeping,1
an,1
envious,1
eye,1
on,1
these,1
fruits,1
often,1
came,1
over,1
the,1
swamp,1
for,1
food,1
shortly,1
before,1
the,1
event,1
of,1
which,1
we,1
speak,1
some,1
apes,1
in,1
one,1
of,1
these,1
predatory,1
incursions,1
were,1
met,1
by,1
a,1
larger,1
number,1
of,1
the,1
ammi,1
when,1
several,1
of,1
the,1
former,1
were,1
killed,1
and,1
one,1
a,1
small,1
boy,1
taken,1
prisoner,1
the,1
ammi,1
expecting,1
the,1
apes,1
to,1
attempt,1
reprisals,1
for,1
this,1
kept,1
a,1
watch,1
at,1
night,1
while,1
during,1
the,1
day,1
they,1
guarded,1
their,1
children,1
several,1
times,1
on,1
the,1
day,1
mentioned,1
signs,1
of,1
approaching,1
apes,1
had,1
been,1
seen,1
gimbo,1
the,1
grandfather,1
of,1
sosee,1
who,1
still,1
persisted,1
in,1
walking,1
on,1
four,1
feet,1
although,1
the,1
ammi,1
generally,1
had,1
begun,1
to,1
walk,1
upright,1
said,1
he,1
could,1
scent,1
the,1
trail,1
of,1
the,1
apes,1
and,1
had,1
noticed,1
the,1
marks,1
of,1
one,1
walking,1
on,1
four,1
feet,1
but,1
gimbo,1
was,1
deemed,1
a,1
garrulous,1
old,1
man,1
somewhat,1
unreliable,1
who,1
claimed,1
exceptional,1
wisdom,1
about,1
the,1
animals,1
lower,1
than,1
men,1
so,1
that,1
little,1
attention,1
was,1
given,1
to,1
his,1
warning,1
the,1
mother,1
of,1
orlee,1
however,1
had,1
observed,1
a,1
sudden,1
starting,1
up,1
of,1
geese,1
from,1
the,1
swamp,1
but,1
this,1
also,1
raised,1
little,1
suspicion,1
as,1
they,1
might,1
have,1
been,1
startled,1
by,1
a,1
fox,1
later,1
however,1
her,1
keen,1
sense,1
of,1
hearing,1
detected,1
successive,1
splashings,1
in,1
the,1
water,1
as,1
